long,lat,group,order,region,value
-84.98683166503906,32.498165130615234,1,123,alabama,50810
-84.99256134033203,32.46951675415039,1,124,alabama,50810
-84.975372314453125,32.423683166503906,1,125,alabama,50810
-84.98109436035156,32.377845764160156,1,126,alabama,50810
-85.00402069091797,32.337738037109375,1,127,alabama,50810
-84.975372314453125,32.30908966064453,1,128,alabama,50810
-84.9238052368164,32.28044128417969,1,129,alabama,50810
-84.90088653564453,32.251792907714844,1,130,alabama,50810
-84.929534912109375,32.2346076965332,1,131,alabama,50810
-84.95245361328125,32.22887420654297,1,132,alabama,50810
-84.96964263916016,32.200225830078125,1,133,alabama,50810
-84.99256134033203,32.18303680419922,1,134,alabama,50810
-85.04985809326172,32.160118103027344,1,135,alabama,50810
-85.061309814453125,32.12001419067383,1,136,alabama,50810
-85.061309814453125,32.10282516479492,1,137,alabama,50810
-85.061309814453125,32.085636138916016,1,138,alabama,50810
-85.061309814453125,32.06271743774414,1,139,alabama,50810
-85.061309814453125,32.028343200683594,1,140,alabama,50810
-85.061309814453125,31.993961334228516,1,141,alabama,50810
-85.07850646972656,31.959585189819336,1,142,alabama,50810
-85.107147216796875,31.93666648864746,1,143,alabama,50810
-85.14152526855469,31.8679141998291,1,144,alabama,50810
-85.13580322265625,31.787696838378906,1,145,alabama,50810
-85.13580322265625,31.7762393951416,1,146,alabama,50810
-85.13007354736328,31.73040199279785,1,147,alabama,50810
-85.11860656738281,31.6845645904541,1,148,alabama,50810
-85.07850646972656,31.615812301635742,1,149,alabama,50810
-85.061309814453125,31.558517456054688,1,150,alabama,50810
-85.061309814453125,31.524137496948242,1,151,alabama,50810
-85.08423614501953,31.478300094604492,1,152,alabama,50810
-85.08423614501953,31.443923950195312,1,153,alabama,50810
-85.09569549560547,31.409547805786133,1,154,alabama,50810
-85.09569549560547,31.340791702270508,1,155,alabama,50810
-85.1014175415039,31.300683975219727,1,156,alabama,50810
-85.12434387207031,31.28349494934082,1,157,alabama,50810
-85.12434387207031,31.254846572875977,1,158,alabama,50810
-85.11287689208984,31.19182014465332,1,159,alabama,50810
-85.11287689208984,31.174633026123047,1,160,alabama,50810
-85.0899658203125,31.140256881713867,1,161,alabama,50810
-85.04412841796875,31.11160659790039,1,162,alabama,50810
-85.03839874267578,31.094419479370117,1,163,alabama,50810
-85.03266906738281,31.07723045349121,1,164,alabama,50810
-85.03266906738281,31.037124633789062,1,165,alabama,50810
-85.0154800415039,31.002748489379883,1,166,alabama,50810
-85.0154800415039,30.99701690673828,1,167,alabama,50810
-85.49676513671875,31.008474349975586,1,168,alabama,50810
-85.5196762084961,31.008474349975586,1,169,alabama,50810
-86.04679870605469,31.008474349975586,1,170,alabama,50810
-86.20149993896484,31.008474349975586,1,171,alabama,50810
-86.39057159423828,31.008474349975586,1,172,alabama,50810
-86.70569610595703,31.008474349975586,1,173,alabama,50810
-86.79737091064453,31.008474349975586,1,174,alabama,50810
-87.18125915527344,31.008474349975586,1,175,alabama,50810
-87.6052474975586,31.008474349975586,1,176,alabama,50810
-87.6052474975586,30.956911087036133,1,177,alabama,50810
-87.61096954345703,30.933992385864258,1,178,alabama,50810
-87.63389587402344,30.899616241455078,1,179,alabama,50810
-87.6396255493164,30.876697540283203,1,180,alabama,50810
-87.63389587402344,30.859508514404297,1,181,alabama,50810
-87.61096954345703,30.842317581176758,1,182,alabama,50810
-87.5479507446289,30.773563385009766,1,183,alabama,50810
-87.49065399169922,30.721996307373047,1,184,alabama,50810
-87.462005615234375,30.710538864135742,1,185,alabama,50810
-87.45054626464844,30.699077606201172,1,186,alabama,50810
-87.4218978881836,30.676158905029297,1,187,alabama,50810
-87.41043853759766,30.647512435913086,1,188,alabama,50810
-87.41043853759766,30.618864059448242,1,189,alabama,50810
-87.43335723876953,30.584487915039062,1,190,alabama,50810
-87.462005615234375,30.54438018798828,1,191,alabama,50810
-87.46773529052734,30.527193069458008,1,192,alabama,50810
-87.462005615234375,30.5100040435791,1,193,alabama,50810
-87.44482421875,30.492813110351562,1,194,alabama,50810
-87.39898681640625,30.458436965942383,1,195,alabama,50810
-87.39325714111328,30.446979522705078,1,196,alabama,50810
-87.40471649169922,30.429786682128906,1,197,alabama,50810
-87.4218978881836,30.429786682128906,1,198,alabama,50810
-87.43909454345703,30.424060821533203,1,199,alabama,50810
-87.43909454345703,30.4183292388916,1,200,alabama,50810
-87.45054626464844,30.401142120361328,1,201,alabama,50810
-87.462005615234375,30.389680862426758,1,202,alabama,50810
-114.63739013671875,35.01918029785156,2,204,arizona,49892
-114.64312744140625,35.10512161254883,2,205,arizona,49892
-114.60301971435547,35.122310638427734,2,206,arizona,49892
-114.5743637084961,35.17961120605469,2,207,arizona,49892
-114.58583068847656,35.23690414428711,2,208,arizona,49892
-114.59728240966797,35.28274154663086,2,209,arizona,49892
-114.6087417602539,35.35722732543945,2,210,arizona,49892
-114.62593841552734,35.408790588378906,2,211,arizona,49892
-114.66604614257812,35.454627990722656,2,212,arizona,49892
-114.66030883789062,35.500465393066406,2,213,arizona,49892
-114.66604614257812,35.54057312011719,2,214,arizona,49892
-114.6717758178711,35.60932922363281,2,215,arizona,49892
-114.68323516845703,35.666622161865234,2,216,arizona,49892
-114.7004165649414,35.712459564208984,2,217,arizona,49892
-114.7004165649414,35.79267501831055,2,218,arizona,49892
-114.68895721435547,35.88434600830078,2,219,arizona,49892
-114.71187591552734,35.912994384765625,2,220,arizona,49892
-114.73480224609375,35.958831787109375,2,221,arizona,49892
-114.73480224609375,36.01612854003906,2,222,arizona,49892
-114.7577133178711,36.06196594238281,2,223,arizona,49892
-114.73480224609375,36.10780334472656,2,224,arizona,49892
-114.7004165649414,36.119258880615234,2,225,arizona,49892
-114.64312744140625,36.14217758178711,2,226,arizona,49892
-114.55718231201172,36.15363693237305,2,227,arizona,49892
-114.4884262084961,36.13644790649414,2,228,arizona,49892
-114.3967514038086,36.13644790649414,2,229,arizona,49892
-114.32799530029297,36.113529205322266,2,230,arizona,49892
-114.3108139038086,36.044776916503906,2,231,arizona,49892
-114.26497650146484,36.027584075927734,2,232,arizona,49892
-114.20194244384766,36.02185821533203,2,233,arizona,49892
-114.13892364501953,36.03904724121094,2,234,arizona,49892
-114.11600494384766,36.09634017944336,2,235,arizona,49892
-114.08162689208984,36.13644790649414,2,236,arizona,49892
-114.052978515625,36.210933685302734,2,237,arizona,49892
-114.04724884033203,36.8411865234375,2,238,arizona,49892
-114.04151916503906,36.99588394165039,2,239,arizona,49892
-113.82379913330078,36.99588394165039,2,240,arizona,49892
-113.53732299804688,37.00161361694336,2,241,arizona,49892
-113.27948760986328,37.00161361694336,2,242,arizona,49892
-113.00447082519531,37.00161361694336,2,243,arizona,49892
-112.90706634521484,36.99588394165039,2,244,arizona,49892
-112.72944641113281,37.00161361694336,2,245,arizona,49892
-112.54037475585938,36.99588394165039,2,246,arizona,49892
-112.41432189941406,36.99588394165039,2,247,arizona,49892
-112.20805358886719,36.99588394165039,2,248,arizona,49892
-111.95022583007812,37.00161361694336,2,249,arizona,49892
-111.6866683959961,37.00161361694336,2,250,arizona,49892
-111.4116439819336,37.00161361694336,2,251,arizona,49892
-111.3199691772461,37.00161361694336,2,252,arizona,49892
-111.25121307373047,36.99588394165039,2,253,arizona,49892
-111.12516021728516,36.99588394165039,2,254,arizona,49892
-110.84441375732422,37.00161361694336,2,255,arizona,49892
-110.75846862792969,36.99588394165039,2,256,arizona,49892
-110.68399047851562,36.99588394165039,2,257,arizona,49892
-110.54647827148438,36.99588394165039,2,258,arizona,49892
-110.30583190917969,37.00161361694336,2,259,arizona,49892
-110.08810424804688,37.00161361694336,2,260,arizona,49892
-110.00789642333984,37.00161361694336,2,261,arizona,49892
-109.93341064453125,36.99588394165039,2,262,arizona,49892
-109.71568298339844,36.99588394165039,2,263,arizona,49892
-109.41202545166016,36.99588394165039,2,264,arizona,49892
-109.1484603881836,36.99588394165039,2,265,arizona,49892
-109.03959655761719,36.99588394165039,2,266,arizona,49892
-109.04532623291016,35.998939514160156,2,267,arizona,49892
-109.05106353759766,34.9504280090332,2,268,arizona,49892
-109.05106353759766,34.57227325439453,2,269,arizona,49892
-109.0567855834961,33.77586364746094,2,270,arizona,49892
-109.05106353759766,33.202903747558594,2,271,arizona,49892
-109.0567855834961,32.77891540527344,2,272,arizona,49892
-109.0567855834961,32.423683166503906,2,273,arizona,49892
-109.0567855834961,31.352251052856445,2,274,arizona,49892
-109.23440551757812,31.352251052856445,2,275,arizona,49892
-109.62401580810547,31.346521377563477,2,276,arizona,49892
-109.9964370727539,31.352251052856445,2,277,arizona,49892
-110.35166931152344,31.352251052856445,2,278,arizona,49892
-110.47772216796875,31.352251052856445,2,279,arizona,49892
-110.63241577148438,31.352251052856445,2,280,arizona,49892
-110.98765563964844,31.346521377563477,2,281,arizona,49892
-111.11943054199219,31.35797882080078,2,282,arizona,49892
-111.29705047607422,31.4152774810791,2,283,arizona,49892
-111.38872528076172,31.443923950195312,2,284,arizona,49892
-111.62936401367188,31.518409729003906,2,285,arizona,49892
-112.03616333007812,31.650188446044922,2,286,arizona,49892
-112.32837677001953,31.741863250732422,2,287,arizona,49892
-112.66641998291016,31.839265823364258,2,288,arizona,49892
-112.92997741699219,31.925209045410156,2,289,arizona,49892
-113.18781280517578,32.00542449951172,2,290,arizona,49892
-113.34823608398438,32.05698776245117,2,291,arizona,49892
-113.46855926513672,32.09709548950195,2,292,arizona,49892
-113.74358367919922,32.18877029418945,2,293,arizona,49892
-114.03579711914062,32.27471160888672,2,294,arizona,49892
-114.31654357910156,32.36065673828125,2,295,arizona,49892
-114.7004165649414,32.480979919433594,2,296,arizona,49892
-114.80928039550781,32.51535415649414,2,297,arizona,49892
-114.79781341552734,32.5783805847168,2,298,arizona,49892
-114.76917266845703,32.6700553894043,2,299,arizona,49892
-114.73480224609375,32.73308181762695,2,300,arizona,49892
-114.68895721435547,32.744537353515625,2,301,arizona,49892
-114.65458679199219,32.738807678222656,2,302,arizona,49892
-114.59156036376953,32.738807678222656,2,303,arizona,49892
-114.55145263671875,32.76172637939453,2,304,arizona,49892
-114.5228042602539,32.82475280761719,2,305,arizona,49892
-114.47696685791016,32.876319885253906,2,306,arizona,49892
-114.47696685791016,32.933616638183594,2,307,arizona,49892
-114.48269653320312,32.996639251708984,2,308,arizona,49892
-114.53999328613281,33.04247283935547,2,309,arizona,49892
-114.66030883789062,33.05393600463867,2,310,arizona,49892
-114.7004165649414,33.082584381103516,2,311,arizona,49892
-114.71187591552734,33.13414764404297,2,312,arizona,49892
-114.68895721435547,33.26593017578125,2,313,arizona,49892
-114.74052429199219,33.311763763427734,2,314,arizona,49892
-114.71760559082031,33.357601165771484,2,315,arizona,49892
-114.72906494140625,33.403438568115234,2,316,arizona,49892
-114.68895721435547,33.432090759277344,2,317,arizona,49892
-114.64884948730469,33.45500564575195,2,318,arizona,49892
-114.63739013671875,33.4836540222168,2,319,arizona,49892
-114.6087417602539,33.5008430480957,2,320,arizona,49892
-114.62020111083984,33.52949142456055,2,321,arizona,49892
-114.56864166259766,33.54668045043945,2,322,arizona,49892
-114.55718231201172,33.5753288269043,2,323,arizona,49892
-114.52853393554688,33.63262176513672,2,324,arizona,49892
-114.53999328613281,33.695648193359375,2,325,arizona,49892
-114.5228042602539,33.73002624511719,2,326,arizona,49892
-114.53999328613281,33.781593322753906,2,327,arizona,49892
-114.53999328613281,33.92483139038086,2,328,arizona,49892
-114.51707458496094,33.96493911743164,2,329,arizona,49892
-114.45404815673828,33.99931716918945,2,330,arizona,49892
-114.47123718261719,34.016502380371094,2,331,arizona,49892
-114.44831848144531,34.03942108154297,2,332,arizona,49892
-114.41967010498047,34.07952880859375,2,333,arizona,49892
-114.3967514038086,34.11390686035156,2,334,arizona,49892
-114.29934692382812,34.15401077270508,2,335,arizona,49892
-114.23059844970703,34.19984817504883,2,336,arizona,49892
-114.19049072265625,34.24568557739258,2,337,arizona,49892
-114.13319396972656,34.262874603271484,2,338,arizona,49892
-114.13892364501953,34.2972526550293,2,339,arizona,49892
-114.16756439208984,34.33736038208008,2,340,arizona,49892
-114.28788757324219,34.423301696777344,2,341,arizona,49892
-114.37383270263672,34.469139099121094,2,342,arizona,49892
-114.4024887084961,34.58946228027344,2,343,arizona,49892
-114.41967010498047,34.61238098144531,2,344,arizona,49892
-114.44831848144531,34.709781646728516,2,345,arizona,49892
-114.5743637084961,34.807186126708984,2,346,arizona,49892
-114.55145263671875,34.83583450317383,2,347,arizona,49892
-114.54572296142578,34.847293853759766,2,348,arizona,49892
-114.56864166259766,34.86448287963867,2,349,arizona,49892
-114.6087417602539,34.88740158081055,2,350,arizona,49892
-114.63166809082031,34.961883544921875,2,351,arizona,49892
-114.63739013671875,35.01918029785156,2,352,arizona,49892
-94.051025390625,33.036746978759766,3,354,arkansas,51019
-94.051025390625,33.30030822753906,3,355,arkansas,51019
-94.05675506591797,33.5753288269043,3,356,arkansas,51019
-94.07966613769531,33.58678436279297,3,357,arkansas,51019
-94.09112548828125,33.598243713378906,3,358,arkansas,51019
-94.1197738647461,33.5925178527832,3,359,arkansas,51019
-94.14842987060547,33.58678436279297,3,360,arkansas,51019
-94.15415954589844,33.58678436279297,3,361,arkansas,51019
-94.18853759765625,33.609703063964844,3,362,arkansas,51019
-94.205718994140625,33.61543655395508,3,363,arkansas,51019
-94.22290802001953,33.609703063964844,3,364,arkansas,51019
-94.2286376953125,33.598243713378906,3,365,arkansas,51019
-94.24009704589844,33.5753288269043,3,366,arkansas,51019
-94.26301574707031,33.58678436279297,3,367,arkansas,51019
-94.28020477294922,33.58678436279297,3,368,arkansas,51019
-94.297393798828125,33.5753288269043,3,369,arkansas,51019
-94.30885314941406,33.56959915161133,3,370,arkansas,51019
-94.36614990234375,33.5753288269043,3,371,arkansas,51019
-94.40052795410156,33.56959915161133,3,372,arkansas,51019
-94.40625,33.5753288269043,3,373,arkansas,51019
-94.42344665527344,33.598243713378906,3,374,arkansas,51019
-94.45208740234375,33.598243713378906,3,375,arkansas,51019
-94.46355438232422,33.61543655395508,3,376,arkansas,51019
-94.47501373291016,33.63262176513672,3,377,arkansas,51019
-94.480743408203125,33.655540466308594,3,378,arkansas,51019
-94.4979248046875,33.66699981689453,3,379,arkansas,51019
-94.49219512939453,33.67845916748047,3,380,arkansas,51019
-94.49219512939453,33.96493911743164,3,381,arkansas,51019
-94.48646545410156,34.21131134033203,3,382,arkansas,51019
-94.480743408203125,34.53216552734375,3,383,arkansas,51019
-94.46928405761719,34.74989318847656,3,384,arkansas,51019
-94.45782470703125,34.98480224609375,3,385,arkansas,51019
-94.44063568115234,35.39733123779297,3,386,arkansas,51019
-94.44635772705078,35.44316864013672,3,387,arkansas,51019
-94.480743408203125,35.65516662597656,3,388,arkansas,51019
-94.503662109375,35.7640266418457,3,389,arkansas,51019
-94.56095886230469,36.113529205322266,3,390,arkansas,51019
-94.5724105834961,36.17655563354492,3,391,arkansas,51019
-94.62397766113281,36.50886917114258,3,392,arkansas,51019
-94.08539581298828,36.50313949584961,3,393,arkansas,51019
-94.07966613769531,36.497413635253906,3,394,arkansas,51019
-93.890594482421875,36.50313949584961,3,395,arkansas,51019
-93.87340545654297,36.497413635253906,3,396,arkansas,51019
-93.598388671875,36.50313949584961,3,397,arkansas,51019
-93.5926513671875,36.497413635253906,3,398,arkansas,51019
-93.33482360839844,36.50313949584961,3,399,arkansas,51019
-93.3233642578125,36.497413635253906,3,400,arkansas,51019
-93.3061752319336,36.50313949584961,3,401,arkansas,51019
-93.300445556640625,36.497413635253906,3,402,arkansas,51019
-92.847808837890625,36.50313949584961,3,403,arkansas,51019
-92.84207916259766,36.50313949584961,3,404,arkansas,51019
-92.77332305908203,36.50313949584961,3,405,arkansas,51019
-92.76759338378906,36.50313949584961,3,406,arkansas,51019
-92.54987335205078,36.50313949584961,3,407,arkansas,51019
-92.16026306152344,36.497413635253906,3,408,arkansas,51019
-92.1316146850586,36.497413635253906,3,409,arkansas,51019
-91.673248291015625,36.50313949584961,3,410,arkansas,51019
-91.46697998046875,36.497413635253906,3,411,arkansas,51019
-91.46125030517578,36.497413635253906,3,412,arkansas,51019
-91.421142578125,36.497413635253906,3,413,arkansas,51019
-91.41541290283203,36.50313949584961,3,414,arkansas,51019
-91.14612579345703,36.50313949584961,3,415,arkansas,51019
-90.7908935546875,36.50313949584961,3,416,arkansas,51019
-90.57317352294922,36.50886917114258,3,417,arkansas,51019
-90.223663330078125,36.50886917114258,3,418,arkansas,51019
-90.1720962524414,36.50313949584961,3,419,arkansas,51019
-90.1377182006836,36.47449493408203,3,420,arkansas,51019
-90.12625885009766,36.405738830566406,3,421,arkansas,51019
-90.10334014892578,36.40000915527344,3,422,arkansas,51019
-90.0689697265625,36.3885498046875,3,423,arkansas,51019
-90.0689697265625,36.34844207763672,3,424,arkansas,51019
-90.09188079833984,36.28541564941406,3,425,arkansas,51019
-90.12053680419922,36.273956298828125,3,426,arkansas,51019
-90.1377182006836,36.21665954589844,3,427,arkansas,51019
-90.18928527832031,36.1994743347168,3,428,arkansas,51019
-90.18928527832031,36.17655563354492,3,429,arkansas,51019
-90.2637710571289,36.13071823120117,3,430,arkansas,51019
-90.37836456298828,36.004669189453125,3,431,arkansas,51019
-90.38409423828125,36.004669189453125,3,432,arkansas,51019
-90.29814910888672,35.998939514160156,3,433,arkansas,51019
-89.97156524658203,35.998939514160156,3,434,arkansas,51019
-89.96582794189453,36.004669189453125,3,435,arkansas,51019
-89.7939453125,36.004669189453125,3,436,arkansas,51019
-89.75383758544922,36.004669189453125,3,437,arkansas,51019
-89.7194595336914,36.004669189453125,3,438,arkansas,51019
-89.71372985839844,35.98747634887695,3,439,arkansas,51019
-89.6850814819336,35.97029113769531,3,440,arkansas,51019
-89.65644073486328,35.94737243652344,3,441,arkansas,51019
-89.65070343017578,35.92445373535156,3,442,arkansas,51019
-89.66217041015625,35.912994384765625,3,443,arkansas,51019
-89.7080078125,35.907264709472656,3,444,arkansas,51019
-89.73664855957031,35.90153884887695,3,445,arkansas,51019
-89.73664855957031,35.87862014770508,3,446,arkansas,51019
-89.73091888427734,35.8557014465332,3,447,arkansas,51019
-89.73091888427734,35.83278274536133,3,448,arkansas,51019
-89.74237823486328,35.821319580078125,3,449,arkansas,51019
-89.78248596191406,35.80413055419922,3,450,arkansas,51019
-89.79967498779297,35.79267501831055,3,451,arkansas,51019
-89.79967498779297,35.77548599243164,3,452,arkansas,51019
-89.82832336425781,35.7640266418457,3,453,arkansas,51019
-89.908538818359375,35.7468376159668,3,454,arkansas,51019
-89.93718719482422,35.73537826538086,3,455,arkansas,51019
-89.94291687011719,35.706729888916016,3,456,arkansas,51019
-89.93718719482422,35.68954086303711,3,457,arkansas,51019
-89.91426849365234,35.666622161865234,3,458,arkansas,51019
-89.87416076660156,35.666622161865234,3,459,arkansas,51019
-89.862701416015625,35.65516662597656,3,460,arkansas,51019
-89.8684310913086,35.64370346069336,3,461,arkansas,51019
-89.89707946777344,35.59786605834961,3,462,arkansas,51019
-89.9028091430664,35.574947357177734,3,463,arkansas,51019
-89.908538818359375,35.552032470703125,3,464,arkansas,51019
-89.908538818359375,35.53483963012695,3,465,arkansas,51019
-89.91426849365234,35.52338409423828,3,466,arkansas,51019
-89.96009826660156,35.51765441894531,3,467,arkansas,51019
-89.98302459716797,35.51765441894531,3,468,arkansas,51019
-89.9944839477539,35.49473571777344,3,469,arkansas,51019
-90.01166534423828,35.43743896484375,3,470,arkansas,51019
-90.02886199951172,35.420249938964844,3,471,arkansas,51019
-90.0460433959961,35.408790588378906,3,472,arkansas,51019
-90.0689697265625,35.414520263671875,3,473,arkansas,51019
-90.0804214477539,35.42598342895508,3,474,arkansas,51019
-90.086151123046875,35.47181701660156,3,475,arkansas,51019
-90.09761047363281,35.47754669189453,3,476,arkansas,51019
-90.12053680419922,35.47181701660156,3,477,arkansas,51019
-90.12625885009766,35.44890213012695,3,478,arkansas,51019
-90.1377182006836,35.43743896484375,3,479,arkansas,51019
-90.16064453125,35.42598342895508,3,480,arkansas,51019
-90.18355560302734,35.414520263671875,3,481,arkansas,51019
-90.18928527832031,35.39733123779297,3,482,arkansas,51019
-90.18928527832031,35.3858757019043,3,483,arkansas,51019
-90.16636657714844,35.368682861328125,3,484,arkansas,51019
-90.14917755126953,35.368682861328125,3,485,arkansas,51019
-90.10907745361328,35.39733123779297,3,486,arkansas,51019
-90.10334014892578,35.368682861328125,3,487,arkansas,51019
-90.09188079833984,35.36295700073242,3,488,arkansas,51019
-90.09761047363281,35.345767974853516,3,489,arkansas,51019
-90.09761047363281,35.30565643310547,3,490,arkansas,51019
-90.086151123046875,35.254093170166016,3,491,arkansas,51019
-90.0689697265625,35.2197151184082,3,492,arkansas,51019
-90.05750274658203,35.19679641723633,3,493,arkansas,51019
-90.0689697265625,35.17961120605469,3,494,arkansas,51019
-90.07469940185547,35.162418365478516,3,495,arkansas,51019
-90.06324005126953,35.139503479003906,3,496,arkansas,51019
