date,covid restriction,school district,county,state,presidential results,notes,fips_code,subregion
9/6/20,1,Highland School District,Yakima,Washington,Trump,,48097,cooke
9/7/20,1,Highland School District,Yakima,Washington,Trump,,,
9/8/20,1,Highland School District,Yakima,Washington,Trump,,,
9/9/20,1,Highland School District,Yakima,Washington,Trump,,,
9/10/20,1,Highland School District,Yakima,Washington,Trump,,,
9/11/20,1,Highland School District,Yakima,Washington,Trump,,,
9/12/20,1,Highland School District,Yakima,Washington,Trump,,,
9/13/20,1,Highland School District,Yakima,Washington,Trump,,,
9/14/20,1,Highland School District,Yakima,Washington,Trump,,,
9/15/20,1,Highland School District,Yakima,Washington,Trump,,,
9/16/20,1,Highland School District,Yakima,Washington,Trump,,,
9/17/20,1,Highland School District,Yakima,Washington,Trump,,,
9/18/20,1,Highland School District,Yakima,Washington,Trump,,,
9/19/20,1,Highland School District,Yakima,Washington,Trump,,,
9/20/20,1,Highland School District,Yakima,Washington,Trump,,,
9/21/20,1,Highland School District,Yakima,Washington,Trump,,,
9/22/20,1,Highland School District,Yakima,Washington,Trump,,,
9/23/20,1,Highland School District,Yakima,Washington,Trump,,,
9/24/20,1,Highland School District,Yakima,Washington,Trump,,,
9/25/20,1,Highland School District,Yakima,Washington,Trump,,,
9/26/20,1,Highland School District,Yakima,Washington,Trump,,,
9/27/20,1,Highland School District,Yakima,Washington,Trump,,,
9/28/20,1,Highland School District,Yakima,Washington,Trump,,,
9/29/20,1,Highland School District,Yakima,Washington,Trump,,,
9/30/20,1,Highland School District,Yakima,Washington,Trump,,,
10/1/20,1,Highland School District,Yakima,Washington,Trump,,,
10/2/20,1,Highland School District,Yakima,Washington,Trump,,,
10/3/20,1,Highland School District,Yakima,Washington,Trump,,,
10/4/20,1,Highland School District,Yakima,Washington,Trump,,,
10/5/20,1,Highland School District,Yakima,Washington,Trump,,,
10/6/20,1,Highland School District,Yakima,Washington,Trump,,,
10/7/20,1,Highland School District,Yakima,Washington,Trump,,,
10/8/20,1,Highland School District,Yakima,Washington,Trump,,,
10/9/20,1,Highland School District,Yakima,Washington,Trump,,,
10/10/20,1,Highland School District,Yakima,Washington,Trump,,,
10/11/20,1,Highland School District,Yakima,Washington,Trump,,,
10/12/20,1,Highland School District,Yakima,Washington,Trump,,,
10/13/20,1,Highland School District,Yakima,Washington,Trump,,,
10/14/20,1,Highland School District,Yakima,Washington,Trump,,,
10/15/20,1,Highland School District,Yakima,Washington,Trump,,,
10/16/20,1,Highland School District,Yakima,Washington,Trump,,,
10/17/20,1,Highland School District,Yakima,Washington,Trump,,,
10/18/20,1,Highland School District,Yakima,Washington,Trump,,,
10/19/20,1,Highland School District,Yakima,Washington,Trump,,,
10/20/20,1,Highland School District,Yakima,Washington,Trump,,,
10/21/20,1,Highland School District,Yakima,Washington,Trump,,,
10/22/20,1,Highland School District,Yakima,Washington,Trump,,,
10/23/20,1,Highland School District,Yakima,Washington,Trump,,,
10/24/20,1,Highland School District,Yakima,Washington,Trump,,,
10/25/20,1,Highland School District,Yakima,Washington,Trump,,,
10/26/20,0,Highland School District,Yakima,Washington,Trump,,,
10/27/20,0,Highland School District,Yakima,Washington,Trump,,,
10/28/20,0,Highland School District,Yakima,Washington,Trump,,,
10/29/20,0,Highland School District,Yakima,Washington,Trump,,,
10/30/20,0,Highland School District,Yakima,Washington,Trump,,,
10/31/20,0,Highland School District,Yakima,Washington,Trump,,,
11/1/20,0,Highland School District,Yakima,Washington,Trump,,,
11/2/20,0,Highland School District,Yakima,Washington,Trump,,,
11/3/20,0,Highland School District,Yakima,Washington,Trump,,,
11/4/20,0,Highland School District,Yakima,Washington,Trump,,,
11/5/20,0,Highland School District,Yakima,Washington,Trump,,,
11/6/20,0,Highland School District,Yakima,Washington,Trump,,,
11/7/20,0,Highland School District,Yakima,Washington,Trump,,,
11/8/20,0,Highland School District,Yakima,Washington,Trump,,,
11/9/20,0,Highland School District,Yakima,Washington,Trump,,,
11/10/20,0,Highland School District,Yakima,Washington,Trump,,,
11/11/20,0,Highland School District,Yakima,Washington,Trump,,,
11/12/20,0,Highland School District,Yakima,Washington,Trump,,,
11/13/20,0,Highland School District,Yakima,Washington,Trump,,,
11/14/20,0,Highland School District,Yakima,Washington,Trump,,,
11/15/20,0,Highland School District,Yakima,Washington,Trump,,,
11/16/20,0,Highland School District,Yakima,Washington,Trump,,,
11/17/20,0,Highland School District,Yakima,Washington,Trump,,,
11/18/20,0,Highland School District,Yakima,Washington,Trump,,,
11/19/20,0,Highland School District,Yakima,Washington,Trump,,,
9/1/20,1,Kettle Falls School District,Stevens,Washington,Trump,,53065,stevens
9/2/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/3/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/4/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/5/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/6/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/7/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/8/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/9/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/10/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/11/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/12/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/13/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/14/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/15/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/16/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/17/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/18/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/19/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/20/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/21/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/22/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/23/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/24/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/25/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/26/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/27/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/28/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/29/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/30/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/1/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/2/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/3/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/4/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/5/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/6/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/7/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/8/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/9/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/10/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/11/20,1,Kettle Falls School District,Stevens,Washington,Trump,,,
10/12/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/13/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/14/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/15/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/16/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/17/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/18/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/19/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/20/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/21/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/22/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/23/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/24/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/25/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/26/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/27/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/28/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/29/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/30/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
10/31/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
11/1/20,0,Kettle Falls School District,Stevens,Washington,Trump,,,
11/2/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/3/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/4/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/5/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/6/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/7/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/8/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/9/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/10/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/11/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/12/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/13/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/14/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/15/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/16/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/17/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/18/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
11/19/20,-1,Kettle Falls School District,Stevens,Washington,Trump,,,
9/4/20,1,Richland School District,Benton,Washington,Trump,,53005,benton
9/5/20,1,Richland School District,Benton,Washington,Trump,,55045,green
9/6/20,1,Richland School District,Benton,Washington,Trump,,55029,door
9/7/20,1,Richland School District,Benton,Washington,Trump,,13269,taylor
9/8/20,1,Richland School District,Benton,Washington,Trump,,18039,elkhart
9/9/20,1,Richland School District,Benton,Washington,Trump,,26093,livingston
9/10/20,1,Richland School District,Benton,Washington,Trump,,26017,bay
9/11/20,1,Richland School District,Benton,Washington,Trump,,31097,johnson
9/12/20,1,Richland School District,Benton,Washington,Trump,,39145,scioto
9/13/20,1,Richland School District,Benton,Washington,Trump,,48097,cooke
9/14/20,1,Richland School District,Benton,Washington,Trump,,,
9/15/20,1,Richland School District,Benton,Washington,Trump,,,
9/16/20,1,Richland School District,Benton,Washington,Trump,,,
9/17/20,1,Richland School District,Benton,Washington,Trump,,,
9/18/20,1,Richland School District,Benton,Washington,Trump,,,
9/19/20,1,Richland School District,Benton,Washington,Trump,,,
9/20/20,1,Richland School District,Benton,Washington,Trump,,,
9/21/20,1,Richland School District,Benton,Washington,Trump,,,
9/22/20,1,Richland School District,Benton,Washington,Trump,,,
9/23/20,1,Richland School District,Benton,Washington,Trump,,,
9/24/20,1,Richland School District,Benton,Washington,Trump,,,
9/25/20,1,Richland School District,Benton,Washington,Trump,,,
9/26/20,1,Richland School District,Benton,Washington,Trump,,,
9/27/20,1,Richland School District,Benton,Washington,Trump,,,
9/28/20,1,Richland School District,Benton,Washington,Trump,,,
9/29/20,1,Richland School District,Benton,Washington,Trump,,,
9/30/20,1,Richland School District,Benton,Washington,Trump,,,
10/1/20,0,Richland School District,Benton,Washington,Trump,,,
10/2/20,0,Richland School District,Benton,Washington,Trump,,,
10/3/20,0,Richland School District,Benton,Washington,Trump,,,
10/4/20,0,Richland School District,Benton,Washington,Trump,,,
10/5/20,0,Richland School District,Benton,Washington,Trump,,,
10/6/20,0,Richland School District,Benton,Washington,Trump,,,
10/7/20,0,Richland School District,Benton,Washington,Trump,,,
10/8/20,0,Richland School District,Benton,Washington,Trump,,,
10/9/20,0,Richland School District,Benton,Washington,Trump,,,
10/10/20,0,Richland School District,Benton,Washington,Trump,,,
10/11/20,0,Richland School District,Benton,Washington,Trump,,,
10/12/20,0,Richland School District,Benton,Washington,Trump,,,
10/13/20,0,Richland School District,Benton,Washington,Trump,,,
10/14/20,0,Richland School District,Benton,Washington,Trump,,,
10/15/20,0,Richland School District,Benton,Washington,Trump,,,
10/16/20,0,Richland School District,Benton,Washington,Trump,,,
10/17/20,0,Richland School District,Benton,Washington,Trump,,,
10/18/20,0,Richland School District,Benton,Washington,Trump,,,
10/19/20,0,Richland School District,Benton,Washington,Trump,,,
10/20/20,0,Richland School District,Benton,Washington,Trump,,,
10/21/20,0,Richland School District,Benton,Washington,Trump,,,
10/22/20,0,Richland School District,Benton,Washington,Trump,,,
10/23/20,0,Richland School District,Benton,Washington,Trump,,,
10/24/20,0,Richland School District,Benton,Washington,Trump,,,
10/25/20,0,Richland School District,Benton,Washington,Trump,,,
10/26/20,0,Richland School District,Benton,Washington,Trump,,,
10/27/20,0,Richland School District,Benton,Washington,Trump,,,
10/28/20,0,Richland School District,Benton,Washington,Trump,,,
10/29/20,0,Richland School District,Benton,Washington,Trump,,,
10/30/20,0,Richland School District,Benton,Washington,Trump,,,
10/31/20,0,Richland School District,Benton,Washington,Trump,,,
11/1/20,0,Richland School District,Benton,Washington,Trump,,,
11/2/20,0,Richland School District,Benton,Washington,Trump,,,
11/3/20,0,Richland School District,Benton,Washington,Trump,,,
11/4/20,0,Richland School District,Benton,Washington,Trump,,,
11/5/20,0,Richland School District,Benton,Washington,Trump,,,
11/6/20,0,Richland School District,Benton,Washington,Trump,,,
11/7/20,0,Richland School District,Benton,Washington,Trump,,,
11/8/20,0,Richland School District,Benton,Washington,Trump,,,
11/9/20,0,Richland School District,Benton,Washington,Trump,,,
11/10/20,0,Richland School District,Benton,Washington,Trump,,,
11/11/20,0,Richland School District,Benton,Washington,Trump,,,
11/12/20,0,Richland School District,Benton,Washington,Trump,,,
11/13/20,0,Richland School District,Benton,Washington,Trump,,,
11/14/20,0,Richland School District,Benton,Washington,Trump,,,
11/15/20,0,Richland School District,Benton,Washington,Trump,,,
11/16/20,0,Richland School District,Benton,Washington,Trump,,,
11/17/20,0,Richland School District,Benton,Washington,Trump,,,
11/18/20,0,Richland School District,Benton,Washington,Trump,,,
11/19/20,0,Richland School District,Benton,Washington,Trump,,,
9/1/20,0,Albany School District,Green,Wisconsin,Biden,,55045,green
9/2/20,0,Albany School District,Green,Wisconsin,Biden,,55029,door
9/3/20,0,Albany School District,Green,Wisconsin,Biden,,13269,taylor
9/4/20,0,Albany School District,Green,Wisconsin,Biden,,18039,elkhart
9/5/20,0,Albany School District,Green,Wisconsin,Biden,,26093,livingston
9/6/20,0,Albany School District,Green,Wisconsin,Biden,,26017,bay
9/7/20,0,Albany School District,Green,Wisconsin,Biden,,31097,johnson
9/8/20,0,Albany School District,Green,Wisconsin,Biden,,39145,scioto
9/9/20,0,Albany School District,Green,Wisconsin,Biden,,48097,cooke
9/10/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/11/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/12/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/13/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/14/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/15/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/16/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/17/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/18/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/19/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/20/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/21/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/22/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/23/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/24/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/25/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/26/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/27/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/28/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/29/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/30/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/1/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/2/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/3/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/4/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/5/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/6/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/7/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/8/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/9/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/10/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/11/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/12/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/13/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/14/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/15/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/16/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/17/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/18/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/19/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/20/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/21/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/22/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/23/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/24/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/25/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/26/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/27/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/28/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/29/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/30/20,0,Albany School District,Green,Wisconsin,Biden,,,
10/31/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/1/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/2/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/3/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/4/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/5/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/6/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/7/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/8/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/9/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/10/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/11/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/12/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/13/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/14/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/15/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/16/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/17/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/18/20,0,Albany School District,Green,Wisconsin,Biden,,,
11/19/20,0,Albany School District,Green,Wisconsin,Biden,,,
9/1/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,55029,door
9/2/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,13269,taylor
9/3/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,18039,elkhart
9/4/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,26093,livingston
9/5/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,26017,bay
9/6/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,31097,johnson
9/7/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,39145,scioto
9/8/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,48097,cooke
9/9/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/10/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/11/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/12/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/13/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/14/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/15/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/16/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/17/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/18/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/19/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/20/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/21/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/22/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/23/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/24/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/25/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/26/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/27/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/28/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/29/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
9/30/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/1/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/2/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/3/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/4/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/5/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/6/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/7/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/8/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/9/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/10/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/11/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/12/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/13/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/14/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/15/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/16/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/17/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/18/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/19/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/20/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/21/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/22/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/23/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/24/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/25/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/26/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/27/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/28/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/29/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/30/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
10/31/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/1/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/2/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/3/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/4/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/5/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/6/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/7/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/8/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/9/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/10/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/11/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/12/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/13/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/14/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/15/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/16/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/17/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/18/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
11/19/20,-1,Southern Door County School District,Door,Wisconsin,Biden,,,
8/17/20,-1,Taylor County School District,Taylor,Georgia,Trump,,13269,taylor
8/18/20,-1,Taylor County School District,Taylor,Georgia,Trump,,18039,elkhart
8/19/20,-1,Taylor County School District,Taylor,Georgia,Trump,,26093,livingston
8/20/20,-1,Taylor County School District,Taylor,Georgia,Trump,,26017,bay
8/21/20,-1,Taylor County School District,Taylor,Georgia,Trump,,31097,johnson
8/22/20,-1,Taylor County School District,Taylor,Georgia,Trump,,39145,scioto
8/23/20,-1,Taylor County School District,Taylor,Georgia,Trump,,48097,cooke
8/24/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
8/25/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
8/26/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
8/27/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
8/28/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
8/29/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
8/30/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
8/31/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/1/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/2/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/3/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/4/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/5/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/6/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/7/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/8/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/9/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/10/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/11/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/12/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/13/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/14/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/15/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/16/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/17/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/18/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/19/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/20/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/21/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/22/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
9/23/20,-1,Taylor County School District,Taylor,Georgia,Trump,,,
