GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
G02000270,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Haines Borough School District,270,,,,"Haines Borough School District, Alaska",2518,"Haines Borough School District, Alaska",0
G02000300,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Hoonah City School District,300,,,,"Hoonah City School District, Alaska",800,"Hoonah City School District, Alaska",105
G02000330,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Hydaburg City School District,330,,,,"Hydaburg City School District, Alaska",330,"Hydaburg City School District, Alaska",59
G02000360,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Kake City School District,360,,,,"Kake City School District, Alaska",578,"Kake City School District, Alaska",82
G02000390,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Kenai Peninsula Borough School District,390,,,,"Kenai Peninsula Borough School District, Alaska",58220,"Kenai Peninsula Borough School District, Alaska",0
G02000450,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Klawock City School District,450,,,,"Klawock City School District, Alaska",876,"Klawock City School District, Alaska",97
G02000480,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Kodiak Island Borough School District,480,,,,"Kodiak Island Borough School District, Alaska",13649,"Kodiak Island Borough School District, Alaska",0
G02000485,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Lake and Peninsula Borough School District,485,,,,"Lake and Peninsula Borough School District, Alaska",1375,"Lake and Peninsula Borough School District, Alaska",380
G02000510,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Matanuska-Susitna Borough School District,510,,,,"Matanuska-Susitna Borough School District, Alaska",103464,"Matanuska-Susitna Borough School District, Alaska",0
G02000520,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Iditarod Area School District,520,,,,"Iditarod Area School District, Alaska",986,"Iditarod Area School District, Alaska",67
G02000525,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Annette Island School District,525,,,,"Annette Island School District, Alaska",1635,"Annette Island School District, Alaska",122
G02000540,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Nenana City School District,540,,,,"Nenana City School District, Alaska",383,"Nenana City School District, Alaska",62
G02000570,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Nome School District,570,,,,"Nome School District, Alaska",3813,"Nome School District, Alaska",47
G02000600,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Fairbanks North Star Borough School District,600,,,,"Fairbanks North Star Borough School District, Alaska",99653,"Fairbanks North Star Borough School District, Alaska",0
G02000610,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,North Slope Borough School District,610,,,,"North Slope Borough School District, Alaska",9797,"North Slope Borough School District, Alaska",0
G02000625,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Northwest Arctic Borough School District,625,,,,"Northwest Arctic Borough School District, Alaska",7734,"Northwest Arctic Borough School District, Alaska",0
G02000630,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Pelican City School District,630,,,,"Pelican City School District, Alaska",93,"Pelican City School District, Alaska",33
G02000660,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Petersburg Borough School District,660,,,,"Petersburg Borough School District, Alaska",3255,"Petersburg Borough School District, Alaska",0
G02000670,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Pribilof School District,670,,,,"Pribilof School District, Alaska",503,"Pribilof School District, Alaska",87
G02000680,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,St. Marys City School District,680,,,,"St. Marys City School District, Alaska",640,"St. Marys City School District, Alaska",78
G02000690,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Skagway School District,690,,,,"Skagway School District, Alaska",1061,"Skagway School District, Alaska",123
G02000700,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Southeast Island School District,700,,,,"Southeast Island School District, Alaska",1792,"Southeast Island School District, Alaska",145
G02000710,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Southwest Region School District,710,,,,"Southwest Region School District, Alaska",2725,"Southwest Region School District, Alaska",176
G02000715,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Tanana City School District,715,,,,"Tanana City School District, Alaska",242,"Tanana City School District, Alaska",38
G02000720,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Unalaska City School District,720,,,,"Unalaska City School District, Alaska",4781,"Unalaska City School District, Alaska",132
G02000730,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Chatham School District,730,,,,"Chatham School District, Alaska",1239,"Chatham School District, Alaska",108
G02000760,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Kuspuk School District,760,,,,"Kuspuk School District, Alaska",1399,"Kuspuk School District, Alaska",116
G02000770,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Denali Borough School District,770,,,,"Denali Borough School District, Alaska",2232,"Denali Borough School District, Alaska",380
G02000775,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Yukon Flats School District,775,,,,"Yukon Flats School District, Alaska",1192,"Yukon Flats School District, Alaska",97
G02000780,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Valdez City School District,780,,,,"Valdez City School District, Alaska",3870,"Valdez City School District, Alaska",21
G02000800,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Chugach School District,800,,,,"Chugach School District, Alaska",447,"Chugach School District, Alaska",102
G02000810,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Wrangell School District,810,,,,"Wrangell School District, Alaska",2484,"Wrangell School District, Alaska",0
G02000840,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Yakutat School District,840,,,,"Yakutat School District, Alaska",689,"Yakutat School District, Alaska",79
G02000862,2014-2018,,,Alaska,2,,,,,,,,,,,,,,,,,,,,,,,,,,Yukon-Koyukuk School District,862,,,,"Yukon-Koyukuk School District, Alaska",2110,"Yukon-Koyukuk School District, Alaska",121
G04000001,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Cave Creek Unified District,1,,,,"Cave Creek Unified District, Arizona",60929,"Cave Creek Unified District, Arizona",1264
G04000003,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Chino Valley Unified District,3,,,,"Chino Valley Unified District, Arizona",21336,"Chino Valley Unified District, Arizona",987
G04000021,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Colorado City Unified District,21,,,,"Colorado City Unified District, Arizona",6262,"Colorado City Unified District, Arizona",568
G04000023,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Pinon Unified District,23,,,,"Pinon Unified District, Arizona",6087,"Pinon Unified District, Arizona",451
G04000026,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Heber-Overgaard Unified District,26,,,,"Heber-Overgaard Unified District, Arizona",3850,"Heber-Overgaard Unified District, Arizona",582
G04000212,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Benson Unified School District,212,,,,"Benson Unified School District, Arizona",7396,"Benson Unified School District, Arizona",579
G04000295,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Kingman Unified School District,295,,,,"Kingman Unified School District, Arizona",68398,"Kingman Unified School District, Arizona",1096
G04000520,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Ajo Unified District,520,,,,"Ajo Unified District, Arizona",3279,"Ajo Unified District, Arizona",551
G04000680,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Amphitheater Unified District,680,,,,"Amphitheater Unified District, Arizona",142855,"Amphitheater Unified District, Arizona",2478
G04000790,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Apache Junction Unified District,790,,,,"Apache Junction Unified District, Arizona",62546,"Apache Junction Unified District, Arizona",1147
G04000910,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Ash Fork Joint Unified District,910,,,,"Ash Fork Joint Unified District, Arizona",2045,"Ash Fork Joint Unified District, Arizona",509
G04001000,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Bagdad Unified School District,1000,,,,"Bagdad Unified School District, Arizona",2193,"Bagdad Unified School District, Arizona",418
G04001180,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Bisbee Unified District,1180,,,,"Bisbee Unified District, Arizona",6533,"Bisbee Unified District, Arizona",237
G04001330,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Bowie Unified District,1330,,,,"Bowie Unified District, Arizona",520,"Bowie Unified District, Arizona",129
G04001460,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Sierra Vista Unified District,1460,,,,"Sierra Vista Unified District, Arizona",48526,"Sierra Vista Unified District, Arizona",996
G04001600,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Camp Verde Unified District,1600,,,,"Camp Verde Unified District, Arizona",12002,"Camp Verde Unified District, Arizona",351
G04001760,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Catalina Foothills Unified District,1760,,,,"Catalina Foothills Unified District, Arizona",29657,"Catalina Foothills Unified District, Arizona",1005
G04001810,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Cedar Unified District,1810,,,,"Cedar Unified District, Arizona",8563,"Cedar Unified District, Arizona",531
G04001870,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Chandler Unified District,1870,,,,"Chandler Unified District, Arizona",243706,"Chandler Unified District, Arizona",1968
G04001940,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Chinle Unified District,1940,,,,"Chinle Unified District, Arizona",20056,"Chinle Unified District, Arizona",807
G04002320,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Coolidge Unified District,2320,,,,"Coolidge Unified District, Arizona",39449,"Coolidge Unified District, Arizona",1904
G04002530,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas Unified District,2530,,,,"Douglas Unified District, Arizona",21192,"Douglas Unified District, Arizona",534
G04002600,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Duncan Unified District,2600,,,,"Duncan Unified District, Arizona",2870,"Duncan Unified District, Arizona",268
G04002690,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Dysart Unified District,2690,,,,"Dysart Unified District, Arizona",184692,"Dysart Unified District, Arizona",1155
G04002860,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Flagstaff Unified District,2860,,,,"Flagstaff Unified District, Arizona",98636,"Flagstaff Unified District, Arizona",1010
G04002920,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Florence Unified School District,2920,,,,"Florence Unified School District, Arizona",76483,"Florence Unified School District, Arizona",2404
G04003010,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Flowing Wells Unified District,3010,,,,"Flowing Wells Unified District, Arizona",29124,"Flowing Wells Unified District, Arizona",1412
G04003040,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Fountain Hills Unified District,3040,,,,"Fountain Hills Unified District, Arizona",25220,"Fountain Hills Unified District, Arizona",228
G04003080,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Fredonia-Moccasin Unified District,3080,,,,"Fredonia-Moccasin Unified District, Arizona",2581,"Fredonia-Moccasin Unified District, Arizona",516
G04003150,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Fort Huachuca Accommodation District,3150,,,,"Fort Huachuca Accommodation District, Arizona",5480,"Fort Huachuca Accommodation District, Arizona",453
G04003200,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Fort Thomas Unified District,3200,,,,"Fort Thomas Unified District, Arizona",5087,"Fort Thomas Unified District, Arizona",332
G04003290,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Ganado Unified District,3290,,,,"Ganado Unified District, Arizona",7503,"Ganado Unified District, Arizona",404
G04003310,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Gila Bend Unified District,3310,,,,"Gila Bend Unified District, Arizona",2381,"Gila Bend Unified District, Arizona",285
G04003400,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Gilbert Unified District,3400,,,,"Gilbert Unified District, Arizona",192364,"Gilbert Unified District, Arizona",2470
G04003500,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Globe Unified District,3500,,,,"Globe Unified District, Arizona",10259,"Globe Unified District, Arizona",728
G04003550,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Canyon Unified District,3550,,,,"Grand Canyon Unified District, Arizona",2485,"Grand Canyon Unified District, Arizona",759
G04003730,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Hayden-Winkelman Unified District,3730,,,,"Hayden-Winkelman Unified District, Arizona",1102,"Hayden-Winkelman Unified District, Arizona",167
G04003780,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Higley Unified District,3780,,,,"Higley Unified District, Arizona",82153,"Higley Unified District, Arizona",1628
G04003820,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Holbrook Unified District,3820,,,,"Holbrook Unified District, Arizona",10251,"Holbrook Unified District, Arizona",431
G04003870,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Humboldt Unified District,3870,,,,"Humboldt Unified District, Arizona",55919,"Humboldt Unified District, Arizona",1172
G04003950,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Indian Oasis-Baboquivari Unified District,3950,,,,"Indian Oasis-Baboquivari Unified District, Arizona",7438,"Indian Oasis-Baboquivari Unified District, Arizona",694
G04003990,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,J. O. Combs Unified School District,3990,,,,"J. O. Combs Unified School District, Arizona",45449,"J. O. Combs Unified School District, Arizona",2343
G04004010,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph City Unified District,4010,,,,"Joseph City Unified District, Arizona",1998,"Joseph City Unified District, Arizona",335
G04004060,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Kayenta Unified District,4060,,,,"Kayenta Unified District, Arizona",9999,"Kayenta Unified District, Arizona",699
G04004280,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Havasu Unified District,4280,,,,"Lake Havasu Unified District, Arizona",57131,"Lake Havasu Unified District, Arizona",418
G04004410,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Littlefield Unified District,4410,,,,"Littlefield Unified District, Arizona",3735,"Littlefield Unified District, Arizona",884
G04004570,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Mammoth-San Manuel Unified District,4570,,,,"Mammoth-San Manuel Unified District, Arizona",5821,"Mammoth-San Manuel Unified District, Arizona",788
G04004630,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Marana Unified District,4630,,,,"Marana Unified District, Arizona",96736,"Marana Unified District, Arizona",1552
G04004720,2014-2018,,,Arizona,4,,,,,,,,,,,,,,,,,,,,,,,,,,Maricopa Unified School District,4720,,,,"Maricopa Unified School District, Arizona",51835,"Maricopa Unified School District, Arizona",693
